,text,ipa,syllables,stress,audio_files,audio_urls
618,حاول,ˈħæː.wal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-حاوَل.wav,https://upload.wikimedia.org/wikipedia/commons/6/67/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AD%D8%A7%D9%88%D9%8E%D9%84.wav
375,أشتى,ˈʔaʃ.ta,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أشتَى.wav,https://upload.wikimedia.org/wikipedia/commons/1/12/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%B4%D8%AA%D9%8E%D9%89.wav
457,بخترع,ˈbɪxt.rɪʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بخترع.wav,https://upload.wikimedia.org/wikipedia/commons/2/22/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%AE%D8%AA%D8%B1%D8%B9.wav
963,طالب,ˈtˤɑː.lɪb,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-طالب.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B7%D8%A7%D9%84%D8%A8.wav
1038,علبة,ˈʕʊl.be,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-علبة.wav,https://upload.wikimedia.org/wikipedia/commons/f/f5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B9%D9%84%D8%A8%D8%A9.wav
787,رمى,ˈra.ma,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-رَمى.wav,https://upload.wikimedia.org/wikipedia/commons/d/d0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B1%D9%8E%D9%85%D9%89.wav
149,زمان,zaˈmæːn,2,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-زَمان.wav,https://upload.wikimedia.org/wikipedia/commons/e/e3/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%B2%D9%8E%D9%85%D8%A7%D9%86.wav
1444,وطي,ˈwi.tˤi,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-وِطي.wav,https://upload.wikimedia.org/wikipedia/commons/9/96/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%88%D9%90%D8%B7%D9%8A.wav
463,بدا,ˈba.da,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بدأ.wav,https://upload.wikimedia.org/wikipedia/commons/f/fe/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D8%AF%D8%A3.wav
260,مايوه,majˈjoː,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مايّوه.wav,https://upload.wikimedia.org/wikipedia/commons/c/c3/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%A7%D9%8A%D9%91%D9%88%D9%87.wav
661,حير,ˈħaj.jar,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-حَيَّر.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AD%D9%8E%D9%8A%D9%8E%D9%91%D8%B1.wav
1274,متر,ˈmɪ.t(ɪ)r,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-متر.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%AA%D8%B1.wav
419,أيد,ˈʔaj.jad,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أيَّد.wav,https://upload.wikimedia.org/wikipedia/commons/4/45/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%8A%D9%8E%D9%91%D8%AF.wav
1374,نسر,ˈnɪ.s(ɪ)r,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نسر.wav,https://upload.wikimedia.org/wikipedia/commons/a/a1/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D8%B3%D8%B1.wav
541,بودرة,ˈboːd.rˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بودرة.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D8%AF%D8%B1%D8%A9.wav
815,سادس,ˈsæː.dɪs,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-سادس.wav,https://upload.wikimedia.org/wikipedia/commons/9/96/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B3%D8%A7%D8%AF%D8%B3.wav
1317,معجنة,ˈmʕaʒ.ne,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-معجّنة.wav,https://upload.wikimedia.org/wikipedia/commons/1/1e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%85%D8%B9%D8%AC%D9%91%D9%86%D8%A9.wav
402,ألهى,ˈʔal.ha,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-ألهى.wav,https://upload.wikimedia.org/wikipedia/commons/a/a8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%84%D9%87%D9%89.wav
1186,قلم,ˈʔa.lam,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قلم.wav,https://upload.wikimedia.org/wikipedia/commons/3/3f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D9%84%D9%85.wav
344,أحسن,ˈʔaħ.san,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أحسَن.wav,https://upload.wikimedia.org/wikipedia/commons/4/44/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%AD%D8%B3%D9%8E%D9%86.wav
1142,فلفل,ˈfɪl.fɪl,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-فلفل.wav,https://upload.wikimedia.org/wikipedia/commons/8/8c/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D9%81%D9%84%D9%81%D9%84.wav
632,حزر,ˈħi.zɪr,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-حَزَر.wav,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AD%D9%8E%D8%B2%D9%8E%D8%B1.wav
398,أكد,ˈʔak.kad,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أكَّد.wav,https://upload.wikimedia.org/wikipedia/commons/8/86/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%83%D9%8E%D9%91%D8%AF.wav
1125,فضح,ˈfɑ.dˤɑħ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَضَح.wav,https://upload.wikimedia.org/wikipedia/commons/9/92/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B6%D9%8E%D8%AD.wav
163,شاكوش,ʃaˈkuːʃ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-شاكوش.wav,https://upload.wikimedia.org/wikipedia/commons/8/83/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B4%D8%A7%D9%83%D9%88%D8%B4.wav
898,شفى,ˈʃa.fa,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-شفى.wav,https://upload.wikimedia.org/wikipedia/commons/3/3f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B4%D9%81%D9%89.wav
203,عطشان,ʕɑtˤˈʃɑːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-عَطشان.wav,https://upload.wikimedia.org/wikipedia/commons/f/f1/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D9%8E%D8%B7%D8%B4%D8%A7%D9%86.wav
1341,منع,ˈma.naʕ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-مَنَع.wav,https://upload.wikimedia.org/wikipedia/commons/8/8e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%85%D9%8E%D9%86%D9%8E%D8%B9.wav
582,جرب,ˈʒɑrˤ.rˤɑb,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-جَرَّب.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AC%D9%8E%D8%B1%D9%8E%D9%91%D8%A8.wav
778,ركبة,ˈrʊk.be,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-ركبة.wav,https://upload.wikimedia.org/wikipedia/commons/b/b4/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B1%D9%83%D8%A8%D8%A9.wav
995,عاون,ˈʕæː.wan,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-عاون.wav,https://upload.wikimedia.org/wikipedia/commons/0/0d/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%B9%D8%A7%D9%88%D9%86.wav
777,رقص,ˈrˤɑ.ʔɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-رَقَص.wav,https://upload.wikimedia.org/wikipedia/commons/7/74/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B1%D9%8E%D9%82%D9%8E%D8%B5.wav
1391,نكد,ˈnɪ.kɪd,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نكد.wav,https://upload.wikimedia.org/wikipedia/commons/9/94/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D9%83%D8%AF.wav
797,زرع,ˈza.raʕ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-زَرَع.wav,https://upload.wikimedia.org/wikipedia/commons/2/2e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B2%D9%8E%D8%B1%D9%8E%D8%B9.wav
1049,عنب,ˈʕɪ.neb,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-عنب.wav,https://upload.wikimedia.org/wikipedia/commons/4/4e/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%B9%D9%86%D8%A8.wav
1353,ميناء,ˈmiː.na,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مينا.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D9%8A%D9%86%D8%A7.wav
1299,مسك,ˈma.sak,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-مسك.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%85%D8%B3%D9%83.wav
798,زعتر,ˈzaʕ.tˤɑrˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-زعتر.wav,https://upload.wikimedia.org/wikipedia/commons/2/2a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B2%D8%B9%D8%AA%D8%B1.wav
111,حفيد,ħaˈfiːd,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-حفيد.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AD%D9%81%D9%8A%D8%AF.wav
1308,مصري,ˈmɑsˤ.ri,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مصري.wav,https://upload.wikimedia.org/wikipedia/commons/f/fe/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B5%D8%B1%D9%8A.wav
1116,فرفر,ˈfar.far,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-فَرفَر.wav,https://upload.wikimedia.org/wikipedia/commons/b/b7/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%81%D9%8E%D8%B1%D9%81%D9%8E%D8%B1.wav
178,صالون,sˤɑˈloːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صالون.wav,https://upload.wikimedia.org/wikipedia/commons/5/5c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D8%A7%D9%84%D9%88%D9%86.wav
1014,عزف,ˈʕa.zaf,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-عَزَف.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D9%8E%D8%B2%D9%8E%D9%81.wav
1010,عرب,ˈʕa.rab,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-عرب.wav,https://upload.wikimedia.org/wikipedia/commons/5/5e/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%B9%D8%B1%D8%A8.wav
1429,وحد,ˈwaħ.ħad,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-وَحَّد.wav,https://upload.wikimedia.org/wikipedia/commons/7/7d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%88%D9%8E%D8%AD%D9%8E%D9%91%D8%AF.wav
1146,فور,ˈfaw.war,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَوَّر.wav,https://upload.wikimedia.org/wikipedia/commons/0/0f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%88%D9%8E%D9%91%D8%B1.wav
979,طلق,ˈtˤɑlˤ.lˤɑʔ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-طَلَّق.wav,https://upload.wikimedia.org/wikipedia/commons/d/dc/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B7%D9%8E%D9%84%D9%8E%D9%91%D9%82.wav
377,أشرك,ˈʔaʃ.rak,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أشرَك.wav,https://upload.wikimedia.org/wikipedia/commons/4/4d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%B4%D8%B1%D9%8E%D9%83.wav
1177,قطعة,ˈqɪtˤ.ʕɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قطعة.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B7%D8%B9%D8%A9.wav
1340,ممكن,ˈmʊm.kɪn,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-ممكن.wav,https://upload.wikimedia.org/wikipedia/commons/e/ea/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D9%85%D9%83%D9%86.wav
531,بنتخب,ˈbɪnt.xɪb,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتخب.wav,https://upload.wikimedia.org/wikipedia/commons/d/df/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D8%AE%D8%A8.wav
1113,فرشى,ˈfar.ʃa,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرشى.wav,https://upload.wikimedia.org/wikipedia/commons/9/95/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D8%B4%D9%89.wav
638,حشى,ˈħa.ʃa,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-حَشى.wav,https://upload.wikimedia.org/wikipedia/commons/4/42/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AD%D9%8E%D8%B4%D9%89.wav
428,إما,ˈʔɪm.ma,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-إمّا.wav,https://upload.wikimedia.org/wikipedia/commons/6/64/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A5%D9%85%D9%91%D8%A7.wav
706,دافع,ˈdæː.faʕ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-دافَع.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AF%D8%A7%D9%81%D9%8E%D8%B9.wav
570,جاجة,ˈʒæː.ʒe,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-جاجة.wav,https://upload.wikimedia.org/wikipedia/commons/9/9a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AC%D8%A7%D8%AC%D8%A9.wav
1307,مصر,ˈmɑ.sˤ(ɪ)rˤ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-مصر.wav,https://upload.wikimedia.org/wikipedia/commons/2/20/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%85%D8%B5%D8%B1.wav
692,خطف,ˈxɑ.tˤɑf,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-خَطَف.wav,https://upload.wikimedia.org/wikipedia/commons/f/f3/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AE%D9%8E%D8%B7%D9%8E%D9%81.wav
408,أمهل,ˈʔam.hal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أمهَل.wav,https://upload.wikimedia.org/wikipedia/commons/8/8b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%85%D9%87%D9%8E%D9%84.wav
1054,عودة,ˈʕuː.de,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-عودة.wav,https://upload.wikimedia.org/wikipedia/commons/3/38/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B9%D9%88%D8%AF%D8%A9.wav
409,أنا,ˈʔa.na,2,1,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-انا.wav,https://upload.wikimedia.org/wikipedia/commons/d/df/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A7%D9%86%D8%A7.wav
1148,فوضى,ˈfɑw.dˤɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَوضى.wav,https://upload.wikimedia.org/wikipedia/commons/8/82/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%88%D8%B6%D9%89.wav
1003,عدس,ˈʕa.das,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-عدس.wav,https://upload.wikimedia.org/wikipedia/commons/8/84/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D8%AF%D8%B3.wav
119,حميان,ħamˈjæːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-حميان.wav,https://upload.wikimedia.org/wikipedia/commons/6/63/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AD%D9%85%D9%8A%D8%A7%D9%86.wav
653,حمس,ˈħam.mas,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-حَمَّس.wav,https://upload.wikimedia.org/wikipedia/commons/1/16/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AD%D9%8E%D9%85%D9%8E%D9%91%D8%B3.wav
929,صبي,ˈsˤɑ.bi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صبي.wav,https://upload.wikimedia.org/wikipedia/commons/0/08/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D8%A8%D9%8A.wav
177,صابون,sˤɑˈbuːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صابون.wav,https://upload.wikimedia.org/wikipedia/commons/7/72/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D8%A7%D8%A8%D9%88%D9%86.wav
1418,واحد,ˈwaː.ħad,2,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-1.wav,https://upload.wikimedia.org/wikipedia/commons/7/7f/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-1.wav
839,سطح,ˈsˤɑtˤ.tˤɑħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-سطح.wav,https://upload.wikimedia.org/wikipedia/commons/a/a7/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B3%D8%B7%D8%AD.wav
510,بقر,ˈbɑ.ʔɑrˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بقر.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%82%D8%B1.wav
1254,لفظ,ˈlˤɑ.fɑzˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-لفظ.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%84%D9%81%D8%B8.wav
610,حارة,ˈħɑː.rˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-حارة.wav,https://upload.wikimedia.org/wikipedia/commons/4/46/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AD%D8%A7%D8%B1%D8%A9.wav
223,قبال,(ɪ)ʔˈbæːl,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-قبال.wav,https://upload.wikimedia.org/wikipedia/commons/6/6b/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%82%D8%A8%D8%A7%D9%84.wav
323,يهود,jaˈhuːd,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-يهود.wav,https://upload.wikimedia.org/wikipedia/commons/f/f5/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%8A%D9%87%D9%88%D8%AF.wav
1000,عجل,ˈʕaʒ.ʒal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-عَجَّل.wav,https://upload.wikimedia.org/wikipedia/commons/7/7a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D9%8E%D8%AC%D9%8E%D9%91%D9%84.wav
874,شتا,ˈʃi.ta,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-شتا.wav,https://upload.wikimedia.org/wikipedia/commons/3/3f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B4%D8%AA%D8%A7.wav
7,أصاب,ʔɑˈsˤɑːb,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-أصاب.wav,https://upload.wikimedia.org/wikipedia/commons/3/32/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%B5%D8%A7%D8%A8.wav
559,تلفن,ˈtal.fan,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-تَلفَن.wav,https://upload.wikimedia.org/wikipedia/commons/1/14/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D9%84%D9%81%D9%8E%D9%86.wav
603,جولة,ˈʒaw.le,2,1,LL-Q55633582 (ajp)-Mohammad-LPA-جولة.wav,https://upload.wikimedia.org/wikipedia/commons/c/ce/LL-Q55633582_%28ajp%29-Mohammad-LPA-%D8%AC%D9%88%D9%84%D8%A9.wav
1200,كبر,ˈkab.bar,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-كَبَّر.wav,https://upload.wikimedia.org/wikipedia/commons/1/1e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%83%D9%8E%D8%A8%D9%8E%D9%91%D8%B1.wav
951,صوفا,ˈsˤoː.fɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صوفا.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D9%88%D9%81%D8%A7.wav
134,خيار,xɪˈjɑːrˤ,2,2,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-خيار.wav,https://upload.wikimedia.org/wikipedia/commons/0/01/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%AE%D9%8A%D8%A7%D8%B1.wav
1162,قدم,ˈqɑ.dɑm,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قدم.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%AF%D9%85.wav
470,برا,ˈbɑrˤ.rˤɑ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-برّا.wav,https://upload.wikimedia.org/wikipedia/commons/1/11/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A8%D8%B1%D9%91%D8%A7.wav
44,انبل,ɪnˈbal,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انبَلّ.wav,https://upload.wikimedia.org/wikipedia/commons/7/73/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%A8%D9%8E%D9%84%D9%91.wav
1119,فصص,ˈfɑsˤ.sˤɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَصَّص.wav,https://upload.wikimedia.org/wikipedia/commons/1/1d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B5%D9%8E%D9%91%D8%B5.wav
265,محل,maˈħal,2,2,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-محلّ.wav,https://upload.wikimedia.org/wikipedia/commons/b/b9/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D9%85%D8%AD%D9%84%D9%91.wav
1275,متلت,ˈmtal.lat,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-متلت.wav,https://upload.wikimedia.org/wikipedia/commons/c/cb/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%AA%D9%84%D8%AA.wav
1315,مطلب,ˈmɑtˤ.lˤɑb,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مطلب.wav,https://upload.wikimedia.org/wikipedia/commons/3/39/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B7%D9%84%D8%A8.wav
1134,فعل,ˈfɪ.ʕ(ɪ)l,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فعل.wav,https://upload.wikimedia.org/wikipedia/commons/8/84/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B9%D9%84.wav
206,عنوان,ʕɪnˈwæːn,2,2,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-عنوان.wav,https://upload.wikimedia.org/wikipedia/commons/c/c6/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D8%B9%D9%86%D9%88%D8%A7%D9%86.wav
315,هدول,haˈdoːl,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-هدول.wav,https://upload.wikimedia.org/wikipedia/commons/4/4d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%87%D8%AF%D9%88%D9%84.wav
941,صعب,ˈsˤɑ.ʕ(ɪ)b,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صعب.wav,https://upload.wikimedia.org/wikipedia/commons/f/f0/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D8%B9%D8%A8.wav
